Race_ID,Race_Name,Finish_Position,Horse_No,Horse_Name,Source_URL
202506010911,第66回アメリカジョッキーC(GII),1,8,ダノンデサイル,https://db.netkeiba.com/race/202506010911/
202506010911,第66回アメリカジョッキーC(GII),2,11,マテンロウレオ,https://db.netkeiba.com/race/202506010911/
202506010911,第66回アメリカジョッキーC(GII),3,13,コスモキュランダ,https://db.netkeiba.com/race/202506010911/
202506010911,第66回アメリカジョッキーC(GII),4,4,ボルドグフーシュ,https://db.netkeiba.com/race/202506010911/
202506010911,第66回アメリカジョッキーC(GII),5,1,ライラック,https://db.netkeiba.com/race/202506010911/
202506010911,第66回アメリカジョッキーC(GII),6,10,ビザンチンドリーム,https://db.netkeiba.com/race/202506010911/
202506010911,第66回アメリカジョッキーC(GII),7,18,ボーンディスウェイ,https://db.netkeiba.com/race/202506010911/
202506010911,第66回アメリカジョッキーC(GII),8,15,エヒト,https://db.netkeiba.com/race/202506010911/
202506010911,第66回アメリカジョッキーC(GII),9,7,マイネルクリソーラ,https://db.netkeiba.com/race/202506010911/
202506010911,第66回アメリカジョッキーC(GII),10,9,ディープモンスター,https://db.netkeiba.com/race/202506010911/
202506010911,第66回アメリカジョッキーC(GII),11,5,カラテ,https://db.netkeiba.com/race/202506010911/
202506010911,第66回アメリカジョッキーC(GII),12,2,レーベンスティール,https://db.netkeiba.com/race/202506010911/
202506010911,第66回アメリカジョッキーC(GII),13,16,チャックネイト,https://db.netkeiba.com/race/202506010911/
202506010911,第66回アメリカジョッキーC(GII),14,12,アラタ,https://db.netkeiba.com/race/202506010911/
202506010911,第66回アメリカジョッキーC(GII),15,3,ポタジェ,https://db.netkeiba.com/race/202506010911/
202506010911,第66回アメリカジョッキーC(GII),16,6,ニシノレヴナント,https://db.netkeiba.com/race/202506010911/
202506010911,第66回アメリカジョッキーC(GII),17,14,ホウオウリアリティ,https://db.netkeiba.com/race/202506010911/
202506010911,第66回アメリカジョッキーC(GII),18,17,アウスヴァール,https://db.netkeiba.com/race/202506010911/
202508010611,第118回京都記念(GII),1,1,ヨーホーレイク,https://db.netkeiba.com/race/202508010611/
202508010611,第118回京都記念(GII),2,3,リビアングラス,https://db.netkeiba.com/race/202508010611/
202508010611,第118回京都記念(GII),3,10,マコトヴェリーキー,https://db.netkeiba.com/race/202508010611/
202508010611,第118回京都記念(GII),4,2,バビット,https://db.netkeiba.com/race/202508010611/
202508010611,第118回京都記念(GII),5,4,ソールオリエンス,https://db.netkeiba.com/race/202508010611/
202508010611,第118回京都記念(GII),6,9,プラダリア,https://db.netkeiba.com/race/202508010611/
202508010611,第118回京都記念(GII),7,8,エヒト,https://db.netkeiba.com/race/202508010611/
202508010611,第118回京都記念(GII),8,11,セイウンハーデス,https://db.netkeiba.com/race/202508010611/
202508010611,第118回京都記念(GII),9,6,チェルヴィニア,https://db.netkeiba.com/race/202508010611/
202508010611,第118回京都記念(GII),10,12,ブレイヴロッカー,https://db.netkeiba.com/race/202508010611/
202508010611,第118回京都記念(GII),11,5,フォワードアゲン,https://db.netkeiba.com/race/202508010611/
202508010611,第118回京都記念(GII),12,7,メイショウユズルハ,https://db.netkeiba.com/race/202508010611/
202507020211,第61回東海テレビ杯金鯱賞(GII),1,6,クイーンズウォーク,https://db.netkeiba.com/race/202507020211/
202507020211,第61回東海テレビ杯金鯱賞(GII),2,2,ホウオウビスケッツ,https://db.netkeiba.com/race/202507020211/
202507020211,第61回東海テレビ杯金鯱賞(GII),3,4,キングズパレス,https://db.netkeiba.com/race/202507020211/
202507020211,第61回東海テレビ杯金鯱賞(GII),4,5,デシエルト,https://db.netkeiba.com/race/202507020211/
202507020211,第61回東海テレビ杯金鯱賞(GII),5,7,ディープモンスター,https://db.netkeiba.com/race/202507020211/
202507020211,第61回東海テレビ杯金鯱賞(GII),6,8,プログノーシス,https://db.netkeiba.com/race/202507020211/
202507020211,第61回東海テレビ杯金鯱賞(GII),7,10,マイネルモーント,https://db.netkeiba.com/race/202507020211/
202507020211,第61回東海テレビ杯金鯱賞(GII),8,3,ライラック,https://db.netkeiba.com/race/202507020211/
202507020211,第61回東海テレビ杯金鯱賞(GII),9,9,ラヴェル,https://db.netkeiba.com/race/202507020211/
202507020211,第61回東海テレビ杯金鯱賞(GII),10,1,アスクドゥポルテ,https://db.netkeiba.com/race/202507020211/
202509010811,第73回阪神大賞典(GII),1,9,サンライズアース,https://db.netkeiba.com/race/202509010811/
202509010811,第73回阪神大賞典(GII),2,7,マコトヴェリーキー,https://db.netkeiba.com/race/202509010811/
202509010811,第73回阪神大賞典(GII),3,5,ブローザホーン,https://db.netkeiba.com/race/202509010811/
202509010811,第73回阪神大賞典(GII),4,1,ショウナンラプンタ,https://db.netkeiba.com/race/202509010811/
202509010811,第73回阪神大賞典(GII),5,2,ヴェローチェエラ,https://db.netkeiba.com/race/202509010811/
202509010811,第73回阪神大賞典(GII),6,6,ゴールデンスナップ,https://db.netkeiba.com/race/202509010811/
202509010811,第73回阪神大賞典(GII),7,10,ワープスピード,https://db.netkeiba.com/race/202509010811/
202509010811,第73回阪神大賞典(GII),8,8,ウインエアフォルク,https://db.netkeiba.com/race/202509010811/
202509010811,第73回阪神大賞典(GII),9,3,リンフレスカンテ,https://db.netkeiba.com/race/202509010811/
202509010811,第73回阪神大賞典(GII),10,4,コパノサントス,https://db.netkeiba.com/race/202509010811/
202509010811,第73回阪神大賞典(GII),11,11,ウィープディライト,https://db.netkeiba.com/race/202509010811/
202506020211,第99回中山記念(GII),1,1,シックスペンス,https://db.netkeiba.com/race/202506020211/
202506020211,第99回中山記念(GII),2,4,エコロヴァルツ,https://db.netkeiba.com/race/202506020211/
202506020211,第99回中山記念(GII),3,8,ソウルラッシュ,https://db.netkeiba.com/race/202506020211/
202506020211,第99回中山記念(GII),4,5,タイムトゥヘヴン,https://db.netkeiba.com/race/202506020211/
202506020211,第99回中山記念(GII),5,16,クルゼイロドスル,https://db.netkeiba.com/race/202506020211/
202506020211,第99回中山記念(GII),6,7,メイショウチタン,https://db.netkeiba.com/race/202506020211/
202506020211,第99回中山記念(GII),7,11,グランディア,https://db.netkeiba.com/race/202506020211/
202506020211,第99回中山記念(GII),8,3,ボーンディスウェイ,https://db.netkeiba.com/race/202506020211/
202506020211,第99回中山記念(GII),9,9,マテンロウスカイ,https://db.netkeiba.com/race/202506020211/
202506020211,第99回中山記念(GII),10,6,カラテ,https://db.netkeiba.com/race/202506020211/
202506020211,第99回中山記念(GII),11,15,サイルーン,https://db.netkeiba.com/race/202506020211/
202506020211,第99回中山記念(GII),12,10,アルナシーム,https://db.netkeiba.com/race/202506020211/
202506020211,第99回中山記念(GII),13,12,ボッケリーニ,https://db.netkeiba.com/race/202506020211/
202506020211,第99回中山記念(GII),14,13,グラティアス,https://db.netkeiba.com/race/202506020211/
202506020211,第99回中山記念(GII),15,2,リフレーミング,https://db.netkeiba.com/race/202506020211/
202506020211,第99回中山記念(GII),16,14,パラレルヴィジョン,https://db.netkeiba.com/race/202506020211/
202506030111,第73回日経賞(GII),1,8,マイネルエンペラー,https://db.netkeiba.com/race/202506030111/
202506030111,第73回日経賞(GII),2,6,チャックネイト,https://db.netkeiba.com/race/202506030111/
202506030111,第73回日経賞(GII),3,7,アーバンシック,https://db.netkeiba.com/race/202506030111/
202506030111,第73回日経賞(GII),4,15,リビアングラス,https://db.netkeiba.com/race/202506030111/
202506030111,第73回日経賞(GII),5,11,マイネルクリソーラ,https://db.netkeiba.com/race/202506030111/
202506030111,第73回日経賞(GII),6,5,ヴェルミセル,https://db.netkeiba.com/race/202506030111/
202506030111,第73回日経賞(GII),7,3,マイネルウィルトス,https://db.netkeiba.com/race/202506030111/
202506030111,第73回日経賞(GII),8,2,マテンロウレオ,https://db.netkeiba.com/race/202506030111/
202506030111,第73回日経賞(GII),9,1,アラタ,https://db.netkeiba.com/race/202506030111/
202506030111,第73回日経賞(GII),10,9,ハヤヤッコ,https://db.netkeiba.com/race/202506030111/
202506030111,第73回日経賞(GII),11,14,バビット,https://db.netkeiba.com/race/202506030111/
202506030111,第73回日経賞(GII),12,13,シュヴァリエローズ,https://db.netkeiba.com/race/202506030111/
202506030111,第73回日経賞(GII),13,12,ホウオウノーサイド,https://db.netkeiba.com/race/202506030111/
202506030111,第73回日経賞(GII),14,10,ブレイヴロッカー,https://db.netkeiba.com/race/202506030111/
202506030111,第73回日経賞(GII),15,4,マキシ,https://db.netkeiba.com/race/202506030111/
202501010811,第61回札幌記念(GII),1,9,トップナイフ,https://db.netkeiba.com/race/202501010811/
202501010811,第61回札幌記念(GII),2,15,ココナッツブラウン,https://db.netkeiba.com/race/202501010811/
202501010811,第61回札幌記念(GII),3,14,アラタ,https://db.netkeiba.com/race/202501010811/
