Race_ID,Race_Name,Finish_Position_Raw,Finish_Position,Horse_No,Horse_Name,Canonical_Horse_Identity,Frame_No,Sex_Age,Carried_Weight,Jockey,Finish_Time,Margin,Passing_Order,Last3F,Body_Weight,Trainer,Source_URL
202505040211,第76回毎日王冠(GII),7,7,6,チェルヴィニア,202505040211|6|チェルヴィニア,6,牝4,56,戸崎圭太,1:44.7,クビ,7-6-6,33.8,500(+16),[東] 木村哲也,https://db.netkeiba.com/race/202505040211/
202505040211,第76回毎日王冠(GII),8,8,1,ロングラン,202505040211|1|ロングラン,1,セ7,58,丹内祐次,1:44.7,クビ,10-11-11,33.3,490(+14),[東] 和田勇介,https://db.netkeiba.com/race/202505040211/
202505040211,第76回毎日王冠(GII),9,9,7,シルトホルン,202505040211|7|シルトホルン,6,牡5,57,大野拓弥,1:44.8,3/4,6-6-6,33.9,464(-14),[東] 新開幸一,https://db.netkeiba.com/race/202505040211/
202505040211,第76回毎日王冠(GII),10,10,4,ラファドゥラ,202505040211|4|ラファドゥラ,4,牝5,55,菅原明良,1:44.9,1/2,7-9-9,33.8,496(+6),[東] 小島茂之,https://db.netkeiba.com/race/202505040211/
202505040211,第76回毎日王冠(GII),11,11,11,シリウスコルト,202505040211|11|シリウスコルト,8,牡4,57,古川吉洋,1:45.2,1.3/4,3-3-3,34.5,496(+6),[東] 田中勝春,https://db.netkeiba.com/race/202505040211/
202508030211,第60回京都大賞典(GII),1,1,3,ディープモンスター,202508030211|3|ディープモンスター,2,牡7,57,浜中俊,2:23.9,,6-5-7-7,34.4,466(0),[西] 池江泰寿,https://db.netkeiba.com/race/202508030211/
202508030211,第60回京都大賞典(GII),2,2,5,サンライズアース,202508030211|5|サンライズアース,3,牡4,58,池添謙一,2:24.0,1/2,1-1-1-1,35.0,534(+4),[西] 石坂公一,https://db.netkeiba.com/race/202508030211/
202508030211,第60回京都大賞典(GII),3,3,8,ヴェルミセル,202508030211|8|ヴェルミセル,4,牝5,55,鮫島克駿,2:24.1,クビ,12-12-11-11,34.3,468(+4),[西] 吉村圭司,https://db.netkeiba.com/race/202508030211/
202508030211,第60回京都大賞典(GII),4,4,4,アドマイヤテラ,202508030211|4|アドマイヤテラ,2,牡4,58,川田将雅,2:24.2,1/2,6-7-6-3,34.8,496(+2),[西] 友道康夫,https://db.netkeiba.com/race/202508030211/
202508030211,第60回京都大賞典(GII),5,5,18,ショウナンラプンタ,202508030211|18|ショウナンラプンタ,8,牡4,57,松山弘平,2:24.2,クビ,16-17-13-9,34.5,542(-2),[西] 高野友和,https://db.netkeiba.com/race/202508030211/
202508030211,第60回京都大賞典(GII),6,6,17,アルナシーム,202508030211|17|アルナシーム,8,牡6,57,藤岡佑介,2:24.3,1/2,3-3-7-7,34.8,446(-2),[西] 橋口慎介,https://db.netkeiba.com/race/202508030211/
202508030211,第60回京都大賞典(GII),7,7,11,ヴェルテンベルク,202508030211|11|ヴェルテンベルク,6,牡5,57,松若風馬,2:24.4,1/2,12-12-15-14,34.5,486(+4),[西] 宮本博,https://db.netkeiba.com/race/202508030211/
202508030211,第60回京都大賞典(GII),8,8,7,ドゥレッツァ,202508030211|7|ドゥレッツァ,4,牡5,58,横山武史,2:24.5,クビ,8-8-2-2,35.4,478(+10),[東] 尾関知人,https://db.netkeiba.com/race/202508030211/
202508030211,第60回京都大賞典(GII),9,9,1,サンライズソレイユ,202508030211|1|サンライズソレイユ,1,牡4,57,坂井瑠星,2:24.5,ハナ,4-3-3-3,35.2,522(0),[西] 矢作芳人,https://db.netkeiba.com/race/202508030211/
202508030211,第60回京都大賞典(GII),10,10,16,ボルドグフーシュ,202508030211|16|ボルドグフーシュ,8,牡6,57,内田博幸,2:24.5,クビ,15-15-13-14,34.7,510(+6),[西] 宮本博,https://db.netkeiba.com/race/202508030211/
202508030211,第60回京都大賞典(GII),11,11,2,カネフラ,202508030211|2|カネフラ,1,牡5,57,団野大成,2:24.7,1,16-15-15-14,34.7,448(0),[西] 高橋康之,https://db.netkeiba.com/race/202508030211/
202508030211,第60回京都大賞典(GII),12,12,15,ジューンテイク,202508030211|15|ジューンテイク,7,牡4,57,菱田裕二,2:24.8,1,14-14-17-18,34.8,490(-14),[西] 武英智,https://db.netkeiba.com/race/202508030211/
202508030211,第60回京都大賞典(GII),13,13,10,ブレイヴロッカー,202508030211|10|ブレイヴロッカー,5,セ5,57,太宰啓介,2:24.8,クビ,10-9-9-9,35.2,466(-6),[西] 本田優,https://db.netkeiba.com/race/202508030211/
202508030211,第60回京都大賞典(GII),14,14,13,メイショウブレゲ,202508030211|13|メイショウブレゲ,7,牡6,57,酒井学,2:24.9,クビ,18-17-18-14,34.9,474(+4),[西] 本田優,https://db.netkeiba.com/race/202508030211/
202508030211,第60回京都大賞典(GII),15,15,6,プラダリア,202508030211|6|プラダリア,3,牡6,57,高杉吏麒,2:25.0,1,2-2-3-3,35.7,468(-2),[西] 池添学,https://db.netkeiba.com/race/202508030211/
202508030211,第60回京都大賞典(GII),16,16,14,サブマリーナ,202508030211|14|サブマリーナ,7,牡4,57,横山和生,2:25.1,クビ,5-5-3-3,35.9,478(-2),[西] 庄野靖志,https://db.netkeiba.com/race/202508030211/
202508030211,第60回京都大賞典(GII),17,17,9,ミクソロジー,202508030211|9|ミクソロジー,5,セ6,57,斎藤新,2:25.3,1.1/4,11-9-11-11,35.5,434(-10),[西] 辻野泰之,https://db.netkeiba.com/race/202508030211/
202508030211,第60回京都大賞典(GII),18,18,12,ワープスピード,202508030211|12|ワープスピード,6,牡6,57,吉村誠之,2:27.2,大,8-9-9-11,37.6,498(-10),[東] 高木登,https://db.netkeiba.com/race/202508030211/
202505040611,第28回富士S(GII),1,1,11,ガイアフォース,202505040611|11|ガイアフォース,7,牡6,57,横山武史,1:31.7,,2-2,33.3,496(+2),[西] 杉山晴紀,https://db.netkeiba.com/race/202505040611/
202505040611,第28回富士S(GII),2,2,14,ジャンタルマンタル,202505040611|14|ジャンタルマンタル,8,牡4,59,川田将雅,1:31.8,1/2,2-3,33.3,506(+8),[西] 高野友和,https://db.netkeiba.com/race/202505040611/
202505040611,第28回富士S(GII),3,3,6,ソウルラッシュ,202505040611|6|ソウルラッシュ,4,牡7,59,団野大成,1:32.1,1.3/4,5-5,33.4,514(+2),[西] 池江泰寿,https://db.netkeiba.com/race/202505040611/
202505040611,第28回富士S(GII),4,4,8,ジュンブロッサム,202505040611|8|ジュンブロッサム,5,牡6,58,石川裕紀,1:32.1,クビ,12-11,32.8,470(-4),[西] 友道康夫,https://db.netkeiba.com/race/202505040611/
202505040611,第28回富士S(GII),5,5,4,ウンブライル,202505040611|4|ウンブライル,3,牝5,55,ルメール,1:32.1,クビ,8-7,33.2,492(+12),[東] 木村哲也,https://db.netkeiba.com/race/202505040611/
202505040611,第28回富士S(GII),6,6,9,キープカルム,202505040611|9|キープカルム,6,牡4,57,坂井瑠星,1:32.3,1,8-9,33.3,488(-8),[西] 中竹和也,https://db.netkeiba.com/race/202505040611/
202505040611,第28回富士S(GII),7,7,13,ファーヴェント,202505040611|13|ファーヴェント,8,牡4,57,佐々木大,1:32.5,1,5-5,33.7,508(-2),[西] 藤原英昭,https://db.netkeiba.com/race/202505040611/
202505040611,第28回富士S(GII),8,8,12,シャンパンカラー,202505040611|12|シャンパンカラー,7,牡5,58,戸崎圭太,1:32.5,アタマ,14-13,33.1,516(+2),[東] 田中剛,https://db.netkeiba.com/race/202505040611/
202505040611,第28回富士S(GII),9,9,2,ウォーターリヒト,202505040611|2|ウォーターリヒト,2,牡4,57,菅原明良,1:32.5,アタマ,13-13,33.0,462(-6),[西] 石橋守,https://db.netkeiba.com/race/202505040611/
202505040611,第28回富士S(GII),10,10,1,マジックサンズ,202505040611|1|マジックサンズ,1,牡3,55,武豊,1:32.9,2.1/2,7-7,34.0,520(+6),[西] 須貝尚介,https://db.netkeiba.com/race/202505040611/
202505040611,第28回富士S(GII),11,11,7,ニシノスーベニア,202505040611|7|ニシノスーベニア,5,牡6,57,大野拓弥,1:33.0,3/4,10-10,33.8,530(+8),[東] 上原博之,https://db.netkeiba.com/race/202505040611/
202505040611,第28回富士S(GII),12,12,5,レイベリング,202505040611|5|レイベリング,4,牡5,57,津村明秀,1:33.1,1/2,4-3,34.6,484(+2),[東] 鹿戸雄一,https://db.netkeiba.com/race/202505040611/
202505040611,第28回富士S(GII),13,13,10,グリューネグリーン,202505040611|10|グリューネグリーン,6,牡5,57,石橋脩,1:33.2,1/2,1-1,34.9,490(-12),[東] 相沢郁,https://db.netkeiba.com/race/202505040611/
202505040611,第28回富士S(GII),14,14,3,シャイニーロック,202505040611|3|シャイニーロック,3,牡9,57,山本聡哉,1:33.9,4,10-11,34.6,502(-7),[地] 佐々木由,https://db.netkeiba.com/race/202505040611/
202505010811,第42回フェブラリーS(GI),1,1,9,コスタノヴァ,202505010811|9|コスタノヴァ,5,牡5,58,キング,1:35.5,,4-5,35.6,494(-2),[東] 木村哲也,https://db.netkeiba.com/race/202505010811/
202505010811,第42回フェブラリーS(GI),2,2,12,サンライズジパング,202505010811|12|サンライズジパング,6,牡4,58,幸英明,1:35.7,3/4,13-12,35.2,526(+2),[西] 音無秀孝,https://db.netkeiba.com/race/202505010811/
202505010811,第42回フェブラリーS(GI),3,3,14,ミッキーファイト,202505010811|14|ミッキーファイト,7,牡4,58,戸崎圭太,1:35.9,1.1/4,7-7,35.8,550(-5),[東] 田中博康,https://db.netkeiba.com/race/202505010811/
202505010811,第42回フェブラリーS(GI),4,4,11,ペプチドナイル,202505010811|11|ペプチドナイル,6,牡7,58,藤岡佑介,1:35.9,クビ,7-7,35.8,532(-2),[西] 武英智,https://db.netkeiba.com/race/202505010811/
202505010811,第42回フェブラリーS(GI),5,5,1,エンペラーワケア,202505010811|1|エンペラーワケア,1,牡5,58,横山武史,1:36.0,1/2,4-4,36.2,550(+12),[西] 杉山晴紀,https://db.netkeiba.com/race/202505010811/
202505010811,第42回フェブラリーS(GI),6,6,6,メイショウハリオ,202505010811|6|メイショウハリオ,3,牡8,58,浜中俊,1:36.3,1.1/2,15-15,35.5,508(+7),[西] 岡田稲男,https://db.netkeiba.com/race/202505010811/
202505010811,第42回フェブラリーS(GI),7,7,15,ガイアフォース,202505010811|15|ガイアフォース,8,牡6,58,長岡禎仁,1:36.5,1.1/4,11-12,35.9,498(+2),[西] 杉山晴紀,https://db.netkeiba.com/race/202505010811/
202505010811,第42回フェブラリーS(GI),8,8,2,タガノビューティー,202505010811|2|タガノビューティー,1,牡8,58,石橋脩,1:36.6,1/2,11-10,36.3,520(-2),[西] 西園正都,https://db.netkeiba.com/race/202505010811/
202505010811,第42回フェブラリーS(GI),9,9,5,アーテルアストレア,202505010811|5|アーテルアストレア,3,牝6,56,横山典弘,1:36.6,アタマ,16-16,35.6,480(+4),[西] 橋口慎介,https://db.netkeiba.com/race/202505010811/
202505010811,第42回フェブラリーS(GI),10,10,7,サンデーファンデー,202505010811|7|サンデーファンデー,4,牡5,58,鮫島克駿,1:36.8,1.1/4,2-2,37.1,536(+10),[西] 音無秀孝,https://db.netkeiba.com/race/202505010811/
202505010811,第42回フェブラリーS(GI),11,11,8,ドゥラエレーデ,202505010811|8|ドゥラエレーデ,4,牡5,58,横山和生,1:37.1,2,7-7,37.0,514(-2),[西] 池添学,https://db.netkeiba.com/race/202505010811/
202505010811,第42回フェブラリーS(GI),11,11,16,ヘリオス,202505010811|16|ヘリオス,8,セ9,58,原優介,1:37.1,同着,13-12,36.5,476(-6),[地] 工藤真司,https://db.netkeiba.com/race/202505010811/
202505010811,第42回フェブラリーS(GI),13,13,4,ウィリアムバローズ,202505010811|4|ウィリアムバローズ,2,牡7,58,岩田望来,1:37.4,1.3/4,2-2,37.8,490(-4),[西] 上村洋行,https://db.netkeiba.com/race/202505010811/
202505010811,第42回フェブラリーS(GI),14,14,13,デルマソトガケ,202505010811|13|デルマソトガケ,7,牡5,58,松若風馬,1:37.9,3.1/2,7-10,37.5,528(+1),[西] 音無秀孝,https://db.netkeiba.com/race/202505010811/
202505010811,第42回フェブラリーS(GI),15,15,3,ミトノオー,202505010811|3|ミトノオー,2,牡5,58,田辺裕信,1:38.3,2.1/2,1-1,38.9,518(+4),[東] 牧光二,https://db.netkeiba.com/race/202505010811/
202505010811,第42回フェブラリーS(GI),16,16,10,アンモシエラ,202505010811|10|アンモシエラ,5,牝4,56,吉田豊,1:38.4,1/2,4-5,38.5,504(+5),[西] 松永幹夫,https://db.netkeiba.com/race/202505010811/
202509020411,第69回大阪杯(GI),1,1,5,ベラジオオペラ,202509020411|5|ベラジオオペラ,3,牡5,58,横山和生,1:56.2,,4-4-3-3,34.1,508(-4),[西] 上村洋行,https://db.netkeiba.com/race/202509020411/
202509020411,第69回大阪杯(GI),2,2,13,ロードデルレイ,202509020411|13|ロードデルレイ,7,牡5,58,西村淳也,1:56.4,1,8-9-8-8,33.8,486(-4),[西] 中内田充,https://db.netkeiba.com/race/202509020411/
202509020411,第69回大阪杯(GI),3,3,7,ヨーホーレイク,202509020411|7|ヨーホーレイク,4,牡7,58,岩田望来,1:56.5,1,14-14-14-14,33.5,526(-8),[西] 友道康夫,https://db.netkeiba.com/race/202509020411/
202509020411,第69回大阪杯(GI),4,4,14,エコロヴァルツ,202509020411|14|エコロヴァルツ,8,牡4,58,Ｍ．デム,1:56.5,ハナ,8-8-10-10,33.8,492(+4),[西] 牧浦充徳,https://db.netkeiba.com/race/202509020411/
202509020411,第69回大阪杯(GI),5,5,2,ホウオウビスケッツ,202509020411|2|ホウオウビスケッツ,2,牡5,58,岩田康誠,1:56.6,クビ,2-2-2-2,34.8,502(-2),[東] 奥村武,https://db.netkeiba.com/race/202509020411/
202509020411,第69回大阪杯(GI),6,6,6,ジャスティンパレス,202509020411|6|ジャスティンパレス,4,牡6,58,鮫島克駿,1:56.6,クビ,7-7-7-6,34.2,474(+6),[西] 杉山晴紀,https://db.netkeiba.com/race/202509020411/
202509020411,第69回大阪杯(GI),7,7,10,シックスペンス,202509020411|10|シックスペンス,6,牡4,58,横山武史,1:56.6,ハナ,3-3-3-3,34.6,500(-12),[東] 国枝栄,https://db.netkeiba.com/race/202509020411/
202509020411,第69回大阪杯(GI),8,8,1,ボルドグフーシュ,202509020411|1|ボルドグフーシュ,1,牡6,58,吉田隼人,1:56.8,1.1/4,12-11-11-12,34.0,510(+4),[西] 宮本博,https://db.netkeiba.com/race/202509020411/
202509020411,第69回大阪杯(GI),8,8,9,コスモキュランダ,202509020411|9|コスモキュランダ,5,牡4,58,丹内祐次,1:56.8,同着,5-6-5-5,34.6,504(-6),[東] 加藤士津,https://db.netkeiba.com/race/202509020411/
202509020411,第69回大阪杯(GI),10,10,4,ソールオリエンス,202509020411|4|ソールオリエンス,3,牡5,58,松山弘平,1:56.9,1/2,15-15-15-15,33.5,466(-6),[東] 手塚貴久,https://db.netkeiba.com/race/202509020411/
202509020411,第69回大阪杯(GI),11,11,3,ラヴェル,202509020411|3|ラヴェル,2,牝5,56,北村友一,1:56.9,ハナ,8-9-8-8,34.4,478(-2),[西] 矢作芳人,https://db.netkeiba.com/race/202509020411/
202509020411,第69回大阪杯(GI),12,12,8,カラテ,202509020411|8|カラテ,5,牡9,58,和田竜二,1:57.1,3/4,12-11-13-12,34.2,542(+10),[西] 東田明士,https://db.netkeiba.com/race/202509020411/
202509020411,第69回大阪杯(GI),13,13,12,ステレンボッシュ,202509020411|12|ステレンボッシュ,7,牝4,56,モレイラ,1:57.3,1.1/2,11-11-11-10,34.5,460(-4),[東] 国枝栄,https://db.netkeiba.com/race/202509020411/
202509020411,第69回大阪杯(GI),14,14,11,デシエルト,202509020411|11|デシエルト,6,牡6,58,池添謙一,1:57.7,2.1/2,1-1-1-1,36.6,540(+4),[西] 安田翔伍,https://db.netkeiba.com/race/202509020411/
202509020411,第69回大阪杯(GI),15,15,15,アルナシーム,202509020411|15|アルナシーム,8,牡6,58,横山典弘,1:58.3,4,5-4-5-6,36.1,446(-2),[西] 橋口慎介,https://db.netkeiba.com/race/202509020411/
202508020411,第171回天皇賞(春)(GI),1,1,6,ヘデントール,202508020411|6|ヘデントール,4,牡4,58,レーン,3:14.0,,6-7-6-5,35.3,478(-4),[東] 木村哲也,https://db.netkeiba.com/race/202508020411/
202508020411,第171回天皇賞(春)(GI),2,2,14,ビザンチンドリーム,202508020411|14|ビザンチンドリーム,8,牡4,58,シュタル,3:14.0,アタマ,14-14-12-8,34.9,454(0),[西] 坂口智康,https://db.netkeiba.com/race/202508020411/
202508020411,第171回天皇賞(春)(GI),3,3,8,ショウナンラプンタ,202508020411|8|ショウナンラプンタ,5,牡4,58,武豊,3:14.5,3,8-8-6-3,36.0,542(0),[西] 高野友和,https://db.netkeiba.com/race/202508020411/
202508020411,第171回天皇賞(春)(GI),4,4,5,サンライズアース,202508020411|5|サンライズアース,3,牡4,58,池添謙一,3:14.8,2,4-3-2-2,36.4,530(+4),[西] 石坂公一,https://db.netkeiba.com/race/202508020411/
202508020411,第171回天皇賞(春)(GI),5,5,11,マイネルエンペラー,202508020411|11|マイネルエンペラー,6,牡5,58,丹内祐次,3:15.0,1.1/4,2-2-1-1,36.7,488(0),[西] 清水久詞,https://db.netkeiba.com/race/202508020411/
202508020411,第171回天皇賞(春)(GI),6,6,13,ジャスティンパレス,202508020411|13|ジャスティンパレス,7,牡6,58,鮫島克駿,3:15.1,クビ,12-12-3-3,36.6,474(0),[西] 杉山晴紀,https://db.netkeiba.com/race/202508020411/
202508020411,第171回天皇賞(春)(GI),7,7,9,シュヴァリエローズ,202508020411|9|シュヴァリエローズ,5,牡7,58,北村友一,3:15.7,3.1/2,11-10-9-8,36.9,468(+2),[西] 清水久詞,https://db.netkeiba.com/race/202508020411/
202508020411,第171回天皇賞(春)(GI),8,8,3,ブローザホーン,202508020411|3|ブローザホーン,2,牡6,58,菅原明良,3:15.9,1,9-8-9-8,37.0,434(0),[西] 吉岡辰弥,https://db.netkeiba.com/race/202508020411/
202508020411,第171回天皇賞(春)(GI),9,9,12,ワープスピード,202508020411|12|ワープスピード,7,牡6,58,横山和生,3:17.0,7,14-14-14-11,37.1,508(+2),[東] 高木登,https://db.netkeiba.com/race/202508020411/
202508020411,第171回天皇賞(春)(GI),10,10,7,プラダリア,202508020411|7|プラダリア,4,牡6,58,松山弘平,3:17.1,1,2-3-3-5,38.6,476(+2),[西] 池添学,https://db.netkeiba.com/race/202508020411/
202508020411,第171回天皇賞(春)(GI),11,11,15,ハヤテノフクノスケ,202508020411|15|ハヤテノフクノスケ,8,牡4,58,岩田望来,3:17.5,2.1/2,6-6-3-5,38.9,536(-4),[西] 中村直也,https://db.netkeiba.com/race/202508020411/
202508020411,第171回天皇賞(春)(GI),12,12,2,ウインエアフォルク,202508020411|2|ウインエアフォルク,2,牡8,58,幸英明,3:20.0,大,12-12-15-15,37.6,484(+4),[東] 根本康広,https://db.netkeiba.com/race/202508020411/
202508020411,第171回天皇賞(春)(GI),13,13,10,リミットバスター,202508020411|10|リミットバスター,6,牡5,58,岩田康誠,3:20.3,1.1/2,9-10-13-11,40.5,524(0),[西] 杉山晴紀,https://db.netkeiba.com/race/202508020411/
202508020411,第171回天皇賞(春)(GI),14,14,4,ジャンカズマ,202508020411|4|ジャンカズマ,3,牡7,58,野中悠太,3:20.4,1/2,1-1-6-11,40.8,488(-4),[東] 西田雄一,https://db.netkeiba.com/race/202508020411/
202508020411,第171回天皇賞(春)(GI),15,15,1,アラタ,202508020411|1|アラタ,1,牡8,58,大野拓弥,3:20.4,アタマ,5-5-9-11,40.9,468(-14),[東] 和田勇介,https://db.netkeiba.com/race/202508020411/
202505030211,第75回安田記念(GI),1,1,10,ジャンタルマンタル,202505030211|10|ジャンタルマンタル,5,牡4,58,川田将雅,1:32.7,,3-3,34.2,498(-5),[西] 高野友和,https://db.netkeiba.com/race/202505030211/
202505030211,第75回安田記念(GI),2,2,7,ガイアフォース,202505030211|7|ガイアフォース,4,牡6,58,吉村誠之,1:32.9,1.1/2,8-8,33.9,494(+12),[西] 杉山晴紀,https://db.netkeiba.com/race/202505030211/
202505030211,第75回安田記念(GI),3,3,13,ソウルラッシュ,202505030211|13|ソウルラッシュ,7,牡7,58,浜中俊,1:33.0,クビ,12-12,33.9,512(0),[西] 池江泰寿,https://db.netkeiba.com/race/202505030211/
202505030211,第75回安田記念(GI),4,4,18,ブレイディヴェーグ,202505030211|18|ブレイディヴェーグ,8,牝5,56,戸崎圭太,1:33.0,クビ,8-8,34.1,470(0),[東] 宮田敬介,https://db.netkeiba.com/race/202505030211/
202505030211,第75回安田記念(GI),5,5,4,ウインマーベル,202505030211|4|ウインマーベル,2,牡6,58,松山弘平,1:33.1,クビ,1-2,34.7,484(0),[東] 深山雅史,https://db.netkeiba.com/race/202505030211/
202505030211,第75回安田記念(GI),6,6,9,シャンパンカラー,202505030211|9|シャンパンカラー,5,牡5,58,内田博幸,1:33.2,1/2,17-17,33.6,514(+2),[東] 田中剛,https://db.netkeiba.com/race/202505030211/
202505030211,第75回安田記念(GI),7,7,8,エコロヴァルツ,202505030211|8|エコロヴァルツ,4,牡4,58,Ｍ．デム,1:33.2,クビ,8-8,34.2,492(0),[西] 牧浦充徳,https://db.netkeiba.com/race/202505030211/
202505030211,第75回安田記念(GI),8,8,11,サクラトゥジュール,202505030211|11|サクラトゥジュール,6,セ8,58,レーン,1:33.2,ハナ,12-12,34.0,508(-8),[東] 堀宣行,https://db.netkeiba.com/race/202505030211/
202505030211,第75回安田記念(GI),9,9,14,ウォーターリヒト,202505030211|14|ウォーターリヒト,7,牡4,58,菅原明良,1:33.3,クビ,14-15,33.9,466(-2),[西] 石橋守,https://db.netkeiba.com/race/202505030211/
202505030211,第75回安田記念(GI),10,10,3,マッドクール,202505030211|3|マッドクール,2,牡6,58,坂井瑠星,1:33.3,ハナ,2-1,34.9,544(+4),[西] 池添学,https://db.netkeiba.com/race/202505030211/
202505030211,第75回安田記念(GI),11,11,17,ジュンブロッサム,202505030211|17|ジュンブロッサム,8,牡6,58,武豊,1:33.4,クビ,14-15,34.0,474(-8),[西] 友道康夫,https://db.netkeiba.com/race/202505030211/
202505030211,第75回安田記念(GI),12,12,1,シックスペンス,202505030211|1|シックスペンス,1,牡4,58,ルメール,1:33.4,クビ,4-4,34.7,504(+4),[東] 国枝栄,https://db.netkeiba.com/race/202505030211/
202505030211,第75回安田記念(GI),13,13,12,ロングラン,202505030211|12|ロングラン,6,セ7,58,岩田康誠,1:33.7,2,4-4,35.1,476(-2),[東] 和田勇介,https://db.netkeiba.com/race/202505030211/
202505030211,第75回安田記念(GI),14,14,2,ダディーズビビッド,202505030211|2|ダディーズビビッド,1,牡7,58,池添謙一,1:33.8,1/2,8-8,34.8,516(-2),[西] 千田輝彦,https://db.netkeiba.com/race/202505030211/
202505030211,第75回安田記念(GI),15,15,5,レッドモンレーヴ,202505030211|5|レッドモンレーヴ,3,牡6,58,ディー,1:33.9,クビ,6-4,35.2,524(0),[東] 蛯名正義,https://db.netkeiba.com/race/202505030211/
202505030211,第75回安田記念(GI),16,16,6,グラティアス,202505030211|6|グラティアス,3,牡7,58,横山和生,1:34.1,1,14-14,34.8,490(-4),[西] 安田翔伍,https://db.netkeiba.com/race/202505030211/
202505030211,第75回安田記念(GI),17,17,16,トロヴァトーレ,202505030211|16|トロヴァトーレ,8,牡4,58,横山武史,1:34.1,ハナ,6-7,35.3,498(-10),[東] 鹿戸雄一,https://db.netkeiba.com/race/202505030211/
202505030211,第75回安田記念(GI),18,18,15,ホウオウリアリティ,202505030211|15|ホウオウリアリティ,7,牡7,58,丹内祐次,1:34.1,クビ,17-17,34.6,474(-10),[西] 井上智史,https://db.netkeiba.com/race/202505030211/
202509030411,第66回宝塚記念(GI),1,1,12,メイショウタバル,202509030411|12|メイショウタバル,6,牡4,58,武豊,2:11.1,,1-1-1-1,36.0,504(0),[西] 石橋守,https://db.netkeiba.com/race/202509030411/
202509030411,第66回宝塚記念(GI),2,2,1,ベラジオオペラ,202509030411|1|ベラジオオペラ,1,牡5,58,横山和生,2:11.6,3,4-4-2-2,36.4,510(+2),[西] 上村洋行,https://db.netkeiba.com/race/202509030411/
202509030411,第66回宝塚記念(GI),3,3,7,ジャスティンパレス,202509030411|7|ジャスティンパレス,4,牡6,58,ディー,2:11.6,クビ,14-14-15-14,35.1,470(-4),[西] 杉山晴紀,https://db.netkeiba.com/race/202509030411/
202509030411,第66回宝塚記念(GI),4,4,16,ショウナンラプンタ,202509030411|16|ショウナンラプンタ,8,牡4,58,幸英明,2:11.8,3/4,11-11-9-7,35.9,544(+2),[西] 高野友和,https://db.netkeiba.com/race/202509030411/
202509030411,第66回宝塚記念(GI),5,5,5,チャックネイト,202509030411|5|チャックネイト,3,セ7,58,レーン,2:11.8,アタマ,12-11-12-10,35.8,484(-10),[東] 堀宣行,https://db.netkeiba.com/race/202509030411/
202509030411,第66回宝塚記念(GI),6,6,11,ソールオリエンス,202509030411|11|ソールオリエンス,6,牡5,58,松山弘平,2:12.1,1.3/4,17-17-17-16,35.2,468(+2),[東] 手塚貴久,https://db.netkeiba.com/race/202509030411/
202509030411,第66回宝塚記念(GI),7,7,10,リビアングラス,202509030411|10|リビアングラス,5,牡5,58,坂井瑠星,2:12.1,アタマ,2-2-4-3,36.8,500(+6),[西] 矢作芳人,https://db.netkeiba.com/race/202509030411/
202509030411,第66回宝塚記念(GI),8,8,15,ロードデルレイ,202509030411|15|ロードデルレイ,8,牡5,58,川田将雅,2:12.3,1.1/4,13-13-12-14,35.9,492(+6),[西] 中内田充,https://db.netkeiba.com/race/202509030411/
202509030411,第66回宝塚記念(GI),9,9,2,ドゥレッツァ,202509030411|2|ドゥレッツァ,1,牡5,58,横山武史,2:12.4,1/2,6-6-6-7,36.7,468(0),[東] 尾関知人,https://db.netkeiba.com/race/202509030411/
202509030411,第66回宝塚記念(GI),10,10,6,ボルドグフーシュ,202509030411|6|ボルドグフーシュ,3,牡6,58,内田博幸,2:12.4,クビ,9-10-11-10,36.2,504(-6),[西] 宮本博,https://db.netkeiba.com/race/202509030411/
202509030411,第66回宝塚記念(GI),11,11,17,レガレイラ,202509030411|17|レガレイラ,8,牝4,56,戸崎圭太,2:12.6,1.1/4,8-8-6-5,37.0,478(+10),[東] 木村哲也,https://db.netkeiba.com/race/202509030411/
202509030411,第66回宝塚記念(GI),12,12,8,シュヴァリエローズ,202509030411|8|シュヴァリエローズ,4,牡7,58,北村友一,2:12.9,1.1/2,16-16-16-16,36.2,466(-2),[西] 清水久詞,https://db.netkeiba.com/race/202509030411/
202509030411,第66回宝塚記念(GI),13,13,4,プラダリア,202509030411|4|プラダリア,2,牡6,58,高杉吏麒,2:13.4,3,4-5-6-7,37.7,470(-6),[西] 池添学,https://db.netkeiba.com/race/202509030411/
202509030411,第66回宝塚記念(GI),14,14,13,アーバンシック,202509030411|13|アーバンシック,7,牡4,58,ルメール,2:13.5,クビ,14-14-12-10,37.3,512(-2),[東] 武井亮,https://db.netkeiba.com/race/202509030411/
202509030411,第66回宝塚記念(GI),15,15,3,ローシャムパーク,202509030411|3|ローシャムパーク,2,牡6,58,菱田裕二,2:13.8,1.3/4,9-9-9-10,37.8,498(0),[東] 田中博康,https://db.netkeiba.com/race/202509030411/
202509030411,第66回宝塚記念(GI),16,16,14,ジューンテイク,202509030411|14|ジューンテイク,7,牡4,58,藤岡佑介,2:14.4,4,2-2-2-3,39.2,492(+4),[西] 武英智,https://db.netkeiba.com/race/202509030411/
202509030411,第66回宝塚記念(GI),17,17,9,ヨーホーレイク,202509030411|9|ヨーホーレイク,5,牡7,58,岩田望来,2:14.4,ハナ,6-6-5-5,38.9,526(0),[西] 友道康夫,https://db.netkeiba.com/race/202509030411/
